LocalWellNumber,WellDepth,Well_Depth_Meters,WellUse,Active,LastActive_Plugged,LastActive_Plugged_date,DateConstructed,Yield,SerialNumber
8473Z,20,6.096,Monitor,N,09/01/07,09/01/07,7/1/2000,NN,NN
8474Z,20,6.096,Monitor,N,09/01/07,09/01/07,7/1/2000,NN,NN
8490Z,20,6.096,Monitor,N,02/01/03,02/01/03,10/1/2000,NN,NN
8491Z,16,4.8768,Monitor,N,02/01/03,02/01/03,10/1/2000,NN,NN
8492Z,18,5.4864,Monitor,N,02/01/03,02/01/03,10/1/2000,NN,NN
8493Z,18,5.4864,Monitor,N,02/01/03,02/01/03,10/1/2000,NN,NN
8494Z,19,5.7912,Monitor,N,02/01/03,02/01/03,10/1/2000,NN,NN
8495Z,18,5.4864,Monitor,N,02/01/03,02/01/03,10/1/2000,NN,NN
8516Z,13,3.9624,Monitor,N,01/01/03,01/01/03,5/1/2001,NN,NN
8517Z,13,3.9624,Monitor,N,01/01/03,01/01/03,5/1/2001,NN,NN
8518Z,13,3.9624,Monitor,N,01/01/03,01/01/03,5/1/2001,NN,NN
8519Z,13,3.9624,Monitor,N,01/01/03,01/01/03,5/1/2001,NN,NN
8520Z,13,3.9624,Monitor,N,01/01/03,01/01/03,5/1/2001,NN,NN
8531Z,11,3.3528,Monitor,N,10/01/02,10/01/02,6/1/2001,NN,NN
8532Z,11,3.3528,Monitor,N,10/01/02,10/01/02,6/1/2001,NN,NN
8533Z,11,3.3528,Monitor,N,10/01/02,10/01/02,6/1/2001,NN,NN
8534Z,11,3.3528,Monitor,N,10/01/02,10/01/02,6/1/2001,NN,NN
8535Z,10,3.048,Monitor,N,10/01/02,10/01/02,6/1/2001,NN,NN
8547Z,12,3.6576,Monitor,Y,Current,08/02/21,8/1/2001,NN,NN
8548Z,12,3.6576,Monitor,Y,Current,08/02/21,8/1/2001,NN,NN
8549Z,12,3.6576,Monitor,Y,Current,08/02/21,8/1/2001,NN,NN
8550Z,12,3.6576,Monitor,Y,Current,08/02/21,8/1/2001,NN,NN
8551Z,12,3.6576,Monitor,Y,Current,08/02/21,8/1/2001,NN,NN
8586Z,18,5.4864,Monitor,N,08/01/06,08/01/06,NN,NN,NN
8587Z,20,6.096,Monitor,N,08/01/06,08/01/06,NN,NN,NN
8588Z,18,5.4864,Monitor,N,08/01/06,08/01/06,NN,NN,NN
8589Z,18,5.4864,Monitor,N,08/01/06,08/01/06,NN,NN,NN
8590Z,7,2.1336,Monitor,N,08/01/06,08/01/06,NN,NN,NN
8591Z,15,4.572,Monitor,N,08/01/06,08/01/06,NN,NN,NN
8592Z,14,4.2672,Monitor,N,03/01/08,03/01/08,NN,NN,NN
8593Z,15,4.572,Monitor,Y,Current,08/02/21,NN,NN,NN
8594Z,14,4.2672,Monitor,N,08/01/06,08/01/06,NN,NN,NN
8595Z,8,2.4384,Monitor,N,08/01/06,08/01/06,NN,NN,NN
8596Z,14,4.2672,Monitor,N,08/01/06,08/01/06,NN,NN,NN
8600Z,19,5.7912,Monitor,N,02/01/03,02/01/03,12/1/2001,NN,NN
8601Z,17,5.1816,Monitor,N,02/01/03,02/01/03,12/1/2001,NN,NN
8607Z,15,4.572,Monitor,N,02/01/04,02/01/04,3/1/2002,NN,NN
8608Z,15,4.572,Monitor,N,02/01/04,02/01/04,3/1/2002,NN,NN
8609Z,15,4.572,Monitor,N,02/01/04,02/01/04,3/1/2002,NN,NN
8610Z,15,4.572,Monitor,N,02/01/04,02/01/04,3/1/2002,NN,NN
8611Z,15,4.572,Monitor,N,02/01/04,02/01/04,3/1/2002,NN,NN
8627Z,12,3.6576,Monitor,Y,Current,08/02/21,11/1/2001,NN,NN
8676Z,21,6.4008,Monitor,N,10/01/02,10/01/02,NN,NN,NN
8677Z,26,7.9248,Monitor,N,10/01/02,10/01/02,NN,NN,NN
8684Z,16,4.8768,Monitor,N,06/01/06,06/01/06,11/1/2002,NN,NN
8685Z,16,4.8768,Monitor,N,06/01/06,06/01/06,11/1/2002,NN,NN
8686Z,16,4.8768,Monitor,N,06/01/06,06/01/06,11/1/2002,NN,NN
8687Z,16,4.8768,Monitor,N,06/01/06,06/01/06,11/1/2002,NN,NN
8688Z,16,4.8768,Monitor,N,06/01/06,06/01/06,11/1/2002,NN,NN
8689Z,16,4.8768,Monitor,N,06/01/06,06/01/06,11/1/2002,NN,NN
8690Z,16,4.8768,Monitor,N,06/01/06,06/01/06,11/1/2002,NN,NN
8691Z,16,4.8768,Monitor,N,06/01/06,06/01/06,11/1/2002,NN,NN
8694Z,12,3.6576,Monitor,N,11/01/02,11/01/02,6/1/2002,NN,NN
8695Z,15,4.572,Monitor,N,10/01/07,10/01/07,1/1/2003,NN,5-2671
8696Z,15,4.572,Monitor,N,10/01/07,10/01/07,1/1/2003,NN,5-2671
8697Z,15,4.572,Monitor,N,10/01/07,10/01/07,1/1/2003,NN,5-2671
8698Z,15,4.572,Monitor,N,10/01/07,10/01/07,1/1/2003,NN,5-2671
8712Z,12,3.6576,Monitor,N,10/01/09,10/01/09,2/1/2003,NN,NN
8713Z,12,3.6576,Monitor,N,10/01/09,10/01/09,2/1/2003,NN,NN
8714Z,12,3.6576,Monitor,N,10/01/09,10/01/09,2/1/2003,NN,NN
8715Z,12,3.6576,Monitor,N,10/01/09,10/01/09,2/1/2003,NN,NN
8727Z,12,3.6576,Monitor,N,11/01/04,11/01/04,5/1/2003,NN,5-1170
8728Z,13,3.9624,Monitor,N,11/01/04,11/01/04,5/1/2003,NN,5-1170
8754Z,15,4.572,Monitor,N,12/01/03,12/01/03,7/1/2003,NN,NN
8755Z,15,4.572,Monitor,N,12/01/03,12/01/03,7/1/2003,NN,NN
8756Z,15,4.572,Monitor,N,12/01/03,12/01/03,7/1/2003,NN,NN
8769Z,360,109.728,Irrigation,Y,Current,08/02/21,7/1/2003,200,NN
8794Z,15,4.572,Monitor,N,02/01/04,02/01/04,NN,NN,NN
8800Z,475,144.78,Irrigation,Y,Current,08/02/21,6/1/2003,NN,NN
8804Z,460,140.208,Heat Pump,N,9/26/2012,09/26/12,5/1/2004,NN,NN
8807Z,14,4.2672,Monitor,N,05/01/06,05/01/06,10/1/2004,NN,NN
8824Z,14,4.2672,Monitor,N,09/01/04,09/01/04,3/1/2004,NN,NN
8825Z,14,4.2672,Monitor,N,09/01/04,09/01/04,3/1/2004,NN,NN
8838Z,20,6.096,Monitor,N,07/01/04,07/01/04,NN,NN,NN
8861Z,15,4.572,Monitor,N,08/01/05,08/01/05,9/1/2004,NN,NN
8862Z,15,4.572,Monitor,N,08/01/05,08/01/05,9/1/2004,NN,NN
8863Z,13,3.9624,Monitor,N,08/01/05,08/01/05,9/1/2004,NN,NN
8864Z,12,3.6576,Monitor,N,08/01/05,08/01/05,9/1/2004,NN,NN
8867Z,21,6.4008,Monitor,N,10/01/05,10/01/05,10/1/1999,NN,NN
8868Z,26,7.9248,Monitor,N,10/01/05,10/01/05,10/1/1999,NN,NN
8869Z,28,8.5344,Monitor,N,10/01/05,10/01/05,4/1/2004,NN,NN
8870Z,25,7.62,Monitor,N,10/01/05,10/01/05,4/1/2004,NN,NN
8871Z,25,7.62,Monitor,N,10/01/05,10/01/05,4/1/2004,NN,NN
8872Z,28,8.5344,Monitor,N,01/01/07,01/01/07,8/1/2004,NN,NN
8873Z,28,8.5344,Monitor,N,01/01/07,01/01/07,9/1/2004,NN,NN
8874Z,28,8.5344,Monitor,N,02/01/06,02/01/06,8/1/2004,NN,NN
8875Z,28,8.5344,Monitor,N,01/01/07,01/01/07,9/1/2004,NN,NN
8876Z,28,8.5344,Monitor,N,01/01/07,01/01/07,8/1/2004,NN,NN
8878Z,12,3.6576,Monitor,N,04/01/06,04/01/06,9/1/2004,NN,NN
8879Z,15,4.572,Monitor,N,04/01/06,04/01/06,9/1/2004,NN,NN
8880Z,12,3.6576,Monitor,N,04/01/06,04/01/06,9/1/2004,NN,NN
8881Z,25,7.62,Monitor,N,01/01/08,01/01/08,11/1/2004,NN,NN
8882Z,25,7.62,Monitor,N,01/01/08,01/01/08,11/1/2004,NN,NN
8883Z,25,7.62,Monitor,N,01/01/08,01/01/08,11/1/2004,NN,NN
8884Z,25,7.62,Monitor,N,01/01/08,01/01/08,12/1/2004,NN,NN
8888Z,15,4.572,Monitor,N,06/01/06,06/01/06,1/1/2005,NN,NN
8889Z,15,4.572,Monitor,N,06/01/06,06/01/06,1/1/2005,NN,NN
8890Z,15,4.572,Monitor,N,06/01/06,06/01/06,1/1/2005,NN,NN
8904Z,51,15.5448,Piezometer,Y,Current,08/02/21,2/1/2005,NN,NN
8924Z,46,14.0208,Piezometer,Y,Current,08/02/21,2/1/2005,NN,NN
8933Z,19,5.7912,Piezometer,N,NN,NN,2/1/2005,NN,NN
8934Z,26,7.9248,Piezometer,Y,Current,08/02/21,2/1/2005,NN,NN
8935Z,45,13.716,Piezometer,Y,Current,08/02/21,2/1/2005,NN,NN
8936Z,53,16.1544,Piezometer,Y,Current,08/02/21,2/1/2005,NN,NN
8947Z,24,7.3152,Piezometer,Y,Current,08/02/21,2/1/2005,NN,NN
8948Z,25,7.62,Piezometer,Y,Current,08/02/21,2/1/2005,NN,NN
8949Z,28,8.5344,Piezometer,Y,Current,08/02/21,2/1/2005,NN,NN
8950Z,34,10.3632,Piezometer,Y,Current,08/02/21,2/1/2005,NN,NN
8951Z,33,10.0584,Piezometer,Y,Current,08/02/21,2/1/2005,NN,NN
8952Z,40,12.192,Piezometer,Y,Current,08/02/21,2/1/2005,NN,NN
8953Z,25,7.62,Piezometer,Y,Current,08/02/21,2/1/2005,NN,NN
8957Z,33,10.0584,Monitor,N,09/01/05,09/01/05,3/1/2005,NN,NN
8976Z,30,9.144,Piezometer,Y,Current,08/02/21,2/1/2005,NN,NN
8977Z,25,7.62,Piezometer,Y,Current,08/02/21,2/1/2005,NN,NN
8978Z,40,12.192,Piezometer,Y,Current,08/02/21,2/1/2005,NN,NN
8979Z,42,12.8016,Piezometer,Y,Current,08/02/21,3/1/2005,NN,NN
9004Z,13,3.9624,Monitor,N,5/27/2021,05/27/21,6/1/2005,NN,NN
9005Z,13,3.9624,Monitor,N,5/27/2021,05/27/21,6/1/2005,NN,NN
9016Z,19,5.7912,Monitor,N,02/01/06,02/01/06,3/1/2005,NN,NN
9017Z,19,5.7912,Monitor,N,02/01/06,02/01/06,3/1/2005,NN,NN
9020Z,420,128.016,Irrigation,Y,Current,08/02/21,11/1/2005,NN,NN
9091Z,20,6.096,Monitor,N,06/01/08,06/01/08,2/1/2006,NN,NN
9092Z,20,6.096,Monitor,N,06/01/08,06/01/08,2/1/2006,NN,NN
9093Z,20,6.096,Monitor,N,06/01/08,06/01/08,2/1/2006,NN,NN
9105Z,18,5.4864,Monitor,N,10/01/06,10/01/06,5/1/2006,NN,NN
9106Z,29,8.8392,Monitor,N,10/1/2006,10/01/06,5/1/2006,NN,NN
9163Z,29,8.8392,Monitor,N,10/1/2006,10/01/06,5/1/2006,NN,NN
9167Z,14,4.2672,Monitor,N,01/01/08,01/01/08,9/1/2006,NN,NN
9168Z,14,4.2672,Monitor,N,01/01/08,01/01/08,9/1/2006,NN,NN
9169Z,14,4.2672,Monitor,N,01/01/08,01/01/08,9/1/2006,NN,NN
9173Z,15,4.572,Monitor,N,03/01/08,03/01/08,10/1/2006,NN,NN
9174Z,15,4.572,Monitor,N,03/01/08,03/01/08,10/1/2006,NN,NN
9175Z,15,4.572,Monitor,N,03/01/08,03/01/08,10/1/2006,NN,NN
9234Z,25,7.62,Monitor,N,06/01/06,06/01/06,6/1/2006,NN,NN
9235Z,25,7.62,Monitor,N,06/01/06,06/01/06,6/1/2006,NN,NN
9241Z,15,4.572,Monitor,N,5/27/2021,05/27/21,3/1/2007,NN,NN
9242Z,15,4.572,Monitor,N,5/27/2021,05/27/21,3/1/2007,NN,NN
9243Z,15,4.572,Monitor,N,5/27/2021,05/27/21,3/1/2007,NN,NN
9266Z,30,9.144,Monitor,N,06/01/07,06/01/07,10/1/2004,NN,NN
9267Z,24,7.3152,Monitor,N,06/01/07,06/01/07,10/1/2004,NN,NN
9268Z,24,7.3152,Monitor,N,06/01/07,06/01/07,10/1/2004,NN,NN
9269Z,24,7.3152,Monitor,N,06/01/07,06/01/07,10/1/2004,NN,NN
9274Z,20,6.096,Monitor,N,06/01/08,06/01/08,5/1/2007,NN,NN
9305Z,20,6.096,Monitor,N,04/01/08,04/01/08,9/1/2007,NN,NN
9306Z,20,6.096,Monitor,N,04/01/08,04/01/08,9/1/2007,NN,NN
9307Z,20,6.096,Monitor,N,04/01/08,04/01/08,9/1/2007,NN,NN
9308Z,15,4.572,Monitor,N,08/01/08,08/01/08,9/1/2007,NN,NN
9334Z,16,4.8768,Monitor,Y,Current,08/02/21,NN,NN,NN
9335Z,15,4.572,Monitor,Y,Current,08/02/21,NN,NN,NN
9336Z,16,4.8768,Monitor,N,03/01/08,03/01/08,NN,NN,NN
9337Z,16,4.8768,Monitor,N,03/01/08,03/01/08,NN,NN,NN
9339Z,14,4.2672,Monitor,N,03/01/08,03/01/08,5/1/2001,NN,NN
9340Z,14,4.2672,Monitor,N,03/01/08,03/01/08,5/1/2001,NN,NN
9341Z,14,4.2672,Monitor,N,03/01/08,03/01/08,5/1/2001,NN,NN
9342Z,14,4.2672,Monitor,N,03/01/08,03/01/08,5/1/2001,NN,NN
9343Z,14,4.2672,Monitor,N,03/01/08,03/01/08,5/1/2001,NN,NN
9365Z,15,4.572,Monitor,N,5/27/2021,05/27/21,7/1/2008,NN,NN
9366Z,15,4.572,Monitor,N,5/27/2021,05/27/21,7/1/2008,NN,NN
9367Z,15,4.572,Monitor,N,5/27/2021,05/27/21,7/1/2008,NN,NN
9380Z,25,7.62,Monitor,Y,Current,08/02/21,6/1/2008,NN,NN
9381Z,25,7.62,Monitor,Y,Current,08/02/21,6/1/2008,NN,NN
9402Z,30,9.144,Monitor,Y,Current,08/02/21,11/1/2008,NN,NN
9404Z,7,2.1336,Monitor,N,11/01/08,11/01/08,NN,NN,8039
9405Z,6,1.8288,Monitor,N,11/01/08,11/01/08,NN,NN,8039
9406Z,6,1.8288,Piezometer,Y,Current,08/02/21,NN,NN,NN
9407Z,7,2.1336,Piezometer,Y,Current,08/02/21,NN,NN,NN
9419Z,28,8.5344,Monitor,Y,Current,08/02/21,4/1/2009,NN,NN
9420Z,28,8.5344,Monitor,Y,Current,08/02/21,4/1/2009,NN,NN
9424Z,16,4.8768,Monitor,Y,Current,08/02/21,6/1/2009,NN,NN
9436Z,20,6.096,Monitor,N,04/01/09,04/01/09,NN,NN,NN
9437Z,20,6.096,Monitor,N,04/01/09,04/01/09,NN,NN,NN
9438Z,20,6.096,Monitor,N,04/01/09,04/01/09,NN,NN,NN
9439Z,20,6.096,Monitor,N,04/01/09,04/01/09,NN,NN,NN
9440Z,20,6.096,Monitor,N,04/01/09,04/01/09,NN,NN,NN
9441Z,20,6.096,Recovery,N,04/01/09,04/01/09,NN,NN,NN
9442Z,20,6.096,Recovery,N,04/01/09,04/01/09,NN,NN,NN
9443Z,20,6.096,Recovery,N,04/01/09,04/01/09,NN,NN,NN
9444Z,20,6.096,Recovery,N,04/01/09,04/01/09,NN,NN,NN
9445Z,20,6.096,Recovery,N,04/01/09,04/01/09,NN,NN,NN
9446Z,20,6.096,Recovery,N,04/01/09,04/01/09,NN,NN,NN
9447Z,20,6.096,Recovery,N,04/01/09,04/01/09,NN,NN,NN
9448Z,20,6.096,Recovery,N,04/01/09,04/01/09,NN,NN,NN
9473Z,14,4.2672,Monitor,Y,Current,08/02/21,9/1/2009,NN,NN
9474Z,14,4.2672,Monitor,Y,Current,08/02/21,9/1/2009,NN,NN
9475Z,12,3.6576,Monitor,Y,Current,08/02/21,9/1/2009,NN,NN
9476Z,14,4.2672,Monitor,Y,Current,08/02/21,9/1/2009,NN,NN
9477Z,22,6.7056,Other,N,9/2/2020,09/02/20,6/1/2009,NN,NN
9478Z,22,6.7056,Other,N,9/2/2020,09/02/20,6/1/2009,NN,NN
9479Z,22,6.7056,Other,N,9/2/2020,09/02/20,6/1/2009,NN,NN
9480Z,22,6.7056,Other,N,9/2/2020,09/02/20,6/1/2009,NN,NN
9500Z,15,4.572,Monitor,Y,Current,08/02/21,1/1/1984,NN,NN
9501Z,15,4.572,Monitor,Y,Current,08/02/21,1/1/1984,NN,NN
9502Z,15,4.572,Monitor,Y,Current,08/02/21,1/1/1984,NN,NN
9503Z,15,4.572,Monitor,Y,Current,08/02/21,1/1/1984,NN,NN
9504Z,15,4.572,Monitor,Y,Current,08/02/21,1/1/1984,NN,NN
9505Z,15,4.572,Monitor,Y,Current,08/02/21,1/1/1984,NN,NN
9506Z,15,4.572,Monitor,Y,Current,08/02/21,1/1/1984,NN,NN
1375,1695,516.636,Piezometer,Y,Current,08/02/21,5/29/2010,1757,NN
9523Z,15,4.572,Monitor,Y,Current,08/02/21,2/15/2010,NN,NN
9524Z,10,3.048,Monitor,Y,Current,08/02/21,2/15/2010,NN,NN
9541Z,13,3.9624,Monitor,N,5/7/2019,05/07/19,3/17/2010,NN,NN
9542Z,13,3.9624,Monitor,N,4/23/2019,04/23/19,3/17/2010,NN,NN
9543Z,13,3.9624,Monitor,N,4/23/2019,04/23/19,3/17/2010,NN,NN
9544Z,13,3.9624,Monitor,N,4/23/2019,04/23/19,3/17/2010,NN,NN
9545Z,12,3.6576,Monitor,N,4/23/2019,04/23/19,3/17/2010,NN,NN
9546Z,13,3.9624,Monitor,N,4/23/2019,04/23/19,3/17/2010,NN,NN
9547Z,12,3.6576,Monitor,N,4/23/2019,04/23/19,3/17/2010,NN,NN
9548Z,12,3.6576,Monitor,N,4/23/2019,04/23/19,3/17/2010,NN,NN
9549Z,12,3.6576,Monitor,N,4/23/2019,04/23/19,3/17/2010,NN,NN
9552Z,32,9.7536,Monitor,N,6/3/2010,06/03/10,11/11/1981,NN,NN
9565Z,25,7.62,Monitor,N,2/21/2012,02/21/12,3/3/2011,NN,NN
9566Z,25,7.62,Monitor,N,2/21/2012,02/21/12,3/3/2011,NN,NN
9567Z,25,7.62,Monitor,N,2/21/2012,02/21/12,3/4/2011,NN,NN
9603Z,25,7.62,Monitor,N,2/21/2012,02/21/12,3/1/2011,NN,NN
9604Z,25,7.62,Monitor,N,2/21/2012,02/21/12,3/2/2011,NN,NN
9605Z,15,4.572,Monitor,N,2/21/2012,02/21/12,2/28/2011,NN,NN
9606Z,25,7.62,Monitor,N,2/21/2012,02/21/12,3/3/2011,NN,NN
9607Z,15,4.572,Monitor,N,2/21/2012,02/21/12,3/1/2011,NN,NN
9608Z,28,8.5344,Monitor,N,9/11/2011,09/11/11,2/24/2011,NN,NN
9609Z,28,8.5344,Monitor,N,9/11/2011,09/11/11,2/23/2011,NN,NN
9610Z,20,6.096,Monitor,N,9/11/2011,09/11/11,2/21/2011,NN,NN
9611Z,28,8.5344,Monitor,N,9/11/2011,09/11/11,2/25/2011,NN,NN
9612Z,28,8.5344,Monitor,N,9/11/2011,09/11/11,2/22/2011,NN,NN
9613Z,28,8.5344,Monitor,N,9/11/2011,09/11/11,2/25/2011,NN,NN
9614Z,28,8.5344,Monitor,N,9/11/2011,09/11/11,2/25/2011,NN,NN
9615Z,15,4.572,Monitor,N,9/11/2011,09/11/11,2/21/2011,NN,NN
9643Z,17,5.1816,Monitor,N,9/11/2011,09/11/11,3/1/2011,NN,NN
9644Z,17,5.1816,Monitor,N,9/11/2011,09/11/11,3/1/2011,NN,NN
9645Z,18,5.4864,Monitor,N,9/11/2011,09/11/11,2/24/2011,NN,NN
9646Z,17,5.1816,Monitor,N,9/11/2011,09/11/11,2/25/2011,NN,NN
9647Z,17,5.1816,Monitor,N,9/11/2011,09/11/11,3/2/2011,NN,NN
9648Z,17,5.1816,Monitor,N,9/11/2011,09/11/11,2/28/2011,NN,NN
9649Z,17,5.1816,Monitor,N,9/11/2011,09/11/11,2/28/2011,NN,NN
9654Z,120,36.576,Irrigation,Y,Current,08/02/21,4/5/2011,NN,NN
9665Z,24,7.3152,Monitor,N,1/11/2017,01/11/17,7/14/2011,NN,NN
9666Z,24,7.3152,Monitor,N,1/11/2017,01/11/17,7/14/2011,NN,NN
9667Z,24,7.3152,Monitor,N,1/11/2017,01/11/17,7/14/2011,NN,NN
9668Z,24,7.3152,Monitor,N,1/11/2017,01/11/17,7/14/2011,NN,NN
9669Z,24,7.3152,Monitor,N,1/11/2017,01/11/17,7/14/2011,NN,NN
9670Z,24,7.3152,Monitor,N,1/11/2017,01/11/17,7/14/2011,NN,NN
9671Z,24,7.3152,Monitor,N,1/11/2017,01/11/17,7/14/2011,NN,NN
9672Z,20,6.096,Monitor,N,1/11/2017,01/11/17,7/14/2011,NN,NN
1399,NN,#VALUE!,Test Hole,N,4/15/2011,04/15/11,3/17/2011,NN,NN
1400,1665,507.492,Observation,Y,Current,08/02/21,5/15/2011,166,NN
1404,280,85.344,Industrial,N,11/4/2011,11/04/11,NN,NN,NN
1415,860,262.128,Industrial,Y,Current,08/02/21,11/3/2011,271,NN
9692Z,30,9.144,Monitor,N,1/25/2018,01/25/18,10/24/2011,NN,NN
9693Z,30,9.144,Monitor,N,1/25/2018,01/25/18,10/24/2011,NN,NN
9694Z,15,4.572,Monitor,N,1/25/2018,01/25/18,10/24/2011,NN,NN
9695Z,30,9.144,Monitor,N,1/25/2018,01/25/18,10/24/2011,NN,NN
9696Z,30,9.144,Monitor,N,1/25/2018,01/25/18,10/24/2011,NN,NN
9697Z,30,9.144,Monitor,N,1/25/2018,01/25/18,10/24/2011,NN,NN
9709Z,15,4.572,Monitor,N,4/23/2019,04/23/19,12/4/2011,NN,NN
9727Z,30,9.144,Monitor,N,2/21/2012,02/21/12,2/21/2012,NN,NN
9728Z,30,9.144,Monitor,N,2/21/2012,02/21/12,2/21/2012,NN,NN
9729Z,46,14.0208,Monitor,N,2/21/2012,02/21/12,2/21/2012,NN,NN
9730Z,34,10.3632,Monitor,N,2/21/2012,02/21/12,2/21/2012,NN,NN
9731Z,30,9.144,Monitor,N,2/21/2012,02/21/12,2/21/2012,NN,NN
9733Z,25,7.62,Monitor,Y,Current,08/02/21,4/11/2012,NN,NN
9755Z,13,3.9624,Monitor,N,4/23/2019,04/23/19,5/2/2012,NN,NN
9756Z,13,3.9624,Monitor,N,4/23/2019,04/23/19,5/2/2012,NN,NN
9757Z,13,3.9624,Monitor,N,4/23/2019,04/23/19,5/2/2012,NN,NN
9770Z,115,35.052,Monitor,Y,Current,08/02/21,5/15/2012,NN,NN
9817Z,15,4.572,Recovery,N,8/16/2011,08/16/11,NN,NN,NN
9818Z,15,4.572,Recovery,N,8/16/2011,08/16/11,NN,NN,NN
9819Z,15,4.572,Recovery,N,8/16/2011,08/16/11,NN,NN,NN
9820Z,15,4.572,Recovery,N,8/16/2011,08/16/11,NN,NN,NN
9821Z,15,4.572,Recovery,N,8/16/2011,08/16/11,NN,NN,NN
9822Z,15,4.572,Recovery,N,8/15/2011,08/15/11,NN,NN,NN
9823Z,15,4.572,Recovery,N,8/15/2011,08/15/11,NN,NN,NN
9824Z,15,4.572,Recovery,N,8/16/2011,08/16/11,NN,NN,NN
9825Z,15,4.572,Recovery,N,8/15/2011,08/15/11,NN,NN,NN
9826Z,15,4.572,Recovery,N,8/15/2011,08/15/11,NN,NN,NN
9827Z,15,4.572,Recovery,N,8/16/2011,08/16/11,NN,NN,NN
9828Z,15,4.572,Recovery,N,8/15/2011,08/15/11,NN,NN,NN
9829Z,15,4.572,Recovery,N,8/15/2011,08/15/11,NN,NN,NN
9830Z,15,4.572,Recovery,N,8/16/2011,08/16/11,NN,NN,NN
9831Z,15,4.572,Recovery,N,8/16/2011,08/16/11,NN,NN,NN
9832Z,15,4.572,Recovery,N,8/15/2011,08/15/11,NN,NN,NN
9833Z,15,4.572,Recovery,N,8/15/2011,08/15/11,NN,NN,NN
9834Z,15,4.572,Recovery,N,8/15/2011,08/15/11,NN,NN,NN
9835Z,15,4.572,Recovery,N,8/16/2011,08/16/11,NN,NN,NN
9836Z,15,4.572,Recovery,N,8/16/2011,08/16/11,NN,NN,NN
9837Z,15,4.572,Recovery,N,8/16/2011,08/16/11,NN,NN,NN
9838Z,15,4.572,Recovery,N,8/15/2011,08/15/11,NN,NN,NN
9839Z,15,4.572,Recovery,N,8/15/2011,08/15/11,NN,NN,NN
9840Z,15,4.572,Recovery,N,8/15/2011,08/15/11,NN,NN,NN
9843Z,15,4.572,Recovery,N,8/15/2011,08/15/11,NN,NN,NN
9844Z,16,4.8768,Monitor,N,8/16/2011,08/16/11,NN,NN,NN
9845Z,15,4.572,Monitor,N,8/16/2011,08/16/11,NN,NN,NN
1420,2370,722.376,Public Supply,Y,Current,08/02/21,1/17/2012,1364,NN
9849Z,460,140.208,Heat Pump,Y,Current,08/02/21,4/23/2013,NN,NN
9850Z,400,121.92,Heat Pump,Y,Current,08/02/21,4/24/2013,NN,NN
9855Z,45,13.716,Piezometer,Y,Current,08/02/21,6/4/2013,NN,NN
9856Z,30,9.144,Piezometer,Y,Current,08/02/21,6/4/2013,NN,NN
9863Z,420,128.016,Domestic,N,9/23/2013,09/23/13,NN,NN,NN
9864Z,420,128.016,Domestic,Y,Current,08/02/21,9/23/2013,NN,NN
9888Z,24,7.3152,Monitor,N,1/11/2017,01/11/17,12/19/2012,NN,NN
1424,1665,507.492,Dewatering,Y,Current,08/02/21,2/26/2014,291,NN
9908Z,11,3.3528,Monitor,N,10/28/2015,10/28/15,7/11/2014,NN,NN
9909Z,1,0.3048,Monitor,N,10/28/2015,10/28/15,7/11/2014,NN,NN
9973Z,12,3.6576,Monitor,Y,Current,08/02/21,11/20/2015,NN,NN
9974Z,12,3.6576,Monitor,Y,Current,08/02/21,11/20/2015,NN,NN
9975Z,12,3.6576,Monitor,Y,Current,08/02/21,11/20/2015,NN,NN
9976Z,12,3.6576,Monitor,Y,Current,08/02/21,11/20/2015,NN,NN
9977Z,12,3.6576,Monitor,Y,Current,08/02/21,11/20/2015,NN,NN
9978Z,12,3.6576,Monitor,Y,Current,08/02/21,11/20/2015,NN,NN
9979Z,12,3.6576,Monitor,Y,Current,08/02/21,11/20/2015,NN,NN
9980Z,12,3.6576,Monitor,Y,Current,08/02/21,11/20/2015,NN,NN
9991Z,30,9.144,Piezometer,Y,Current,08/02/21,3/15/2016,NN,NN
10000Z,30,9.144,Monitor,N,1/25/2018,01/25/18,5/12/2016,NN,NN
10005Z,39,11.8872,Piezometer,Y,Current,08/02/21,9/23/2016,NN,NN
10018Z,30,9.144,Monitor,N,4/28/2017,04/28/17,5/25/2016,NN,NN
10019Z,35,10.668,Piezometer,Y,Current,08/02/21,5/10/2017,NN,NN
10096Z,12,3.6576,Monitor,N,4/23/2019,04/23/19,8/27/2018,NN,NN
10097Z,12,3.6576,Monitor,N,4/23/2019,04/23/19,8/27/2018,NN,NN
10098Z,12,3.6576,Monitor,N,4/23/2019,04/23/19,8/27/2018,NN,NN
1442,460,140.208,Heat Pump,Y,Current,08/02/21,9/13/2012,NN,NN
10116Z,13,3.9624,Monitor,N,4/23/2019,04/23/19,3/16/2010,NN,NN
1443,2023,616.6104,Public Supply,Y,Current,08/02/21,6/28/2019,1808,NN
10124Z,2050,624.84,Test Hole,N,7/18/2019,07/18/19,7/8/2018,NN,NN
10125Z,380,115.824,Domestic,Y,Current,08/02/21,7/29/2019,NN,NN
1444,2120,646.176,Public Supply,N,9/19/2019,09/19/19,9/1/1931,NN,NN
1445,2655,809.244,Public Supply,Y,Current,08/02/21,5/31/2019,1413,NN
1447,2510,765.048,Public Supply,Y,Current,08/02/21,06/29/2021,60,NN
